artwork,category,:TYPE
2505,sketching,BELONGS_TO_CATEGORY
2506,sketching,BELONGS_TO_CATEGORY
2507,sketching,BELONGS_TO_CATEGORY
2508,sketching,BELONGS_TO_CATEGORY
2509,oil_painting,BELONGS_TO_CATEGORY
2510,sketching,BELONGS_TO_CATEGORY
2511,oil_painting,BELONGS_TO_CATEGORY
2512,traditional_chinese_painting,BELONGS_TO_CATEGORY
2513,sketching,BELONGS_TO_CATEGORY
2514,oil_painting,BELONGS_TO_CATEGORY
2515,traditional_chinese_painting,BELONGS_TO_CATEGORY
2516,oil_painting,BELONGS_TO_CATEGORY
2517,traditional_chinese_painting,BELONGS_TO_CATEGORY
2518,traditional_chinese_painting,BELONGS_TO_CATEGORY
2519,traditional_chinese_painting,BELONGS_TO_CATEGORY
2520,sketching,BELONGS_TO_CATEGORY
2521,traditional_chinese_painting,BELONGS_TO_CATEGORY
2522,traditional_chinese_painting,BELONGS_TO_CATEGORY
2523,traditional_chinese_painting,BELONGS_TO_CATEGORY
2524,traditional_chinese_painting,BELONGS_TO_CATEGORY
2525,sketching,BELONGS_TO_CATEGORY
2526,oil_painting,BELONGS_TO_CATEGORY
2527,oil_painting,BELONGS_TO_CATEGORY
2528,oil_painting,BELONGS_TO_CATEGORY
2529,oil_painting,BELONGS_TO_CATEGORY
2530,oil_painting,BELONGS_TO_CATEGORY
2531,sketching,BELONGS_TO_CATEGORY
2532,oil_painting,BELONGS_TO_CATEGORY
2533,sketching,BELONGS_TO_CATEGORY
2534,oil_painting,BELONGS_TO_CATEGORY
2535,oil_painting,BELONGS_TO_CATEGORY
2536,oil_painting,BELONGS_TO_CATEGORY
2537,sketching,BELONGS_TO_CATEGORY
2538,oil_painting,BELONGS_TO_CATEGORY
2539,traditional_chinese_painting,BELONGS_TO_CATEGORY
2540,traditional_chinese_painting,BELONGS_TO_CATEGORY
2541,oil_painting,BELONGS_TO_CATEGORY
2542,oil_painting,BELONGS_TO_CATEGORY
2543,sketching,BELONGS_TO_CATEGORY
2544,sketching,BELONGS_TO_CATEGORY
2545,traditional_chinese_painting,BELONGS_TO_CATEGORY
2546,traditional_chinese_painting,BELONGS_TO_CATEGORY
2547,sketching,BELONGS_TO_CATEGORY
2548,traditional_chinese_painting,BELONGS_TO_CATEGORY
2549,oil_painting,BELONGS_TO_CATEGORY
2550,sketching,BELONGS_TO_CATEGORY
2551,traditional_chinese_painting,BELONGS_TO_CATEGORY
2552,sketching,BELONGS_TO_CATEGORY
2553,sketching,BELONGS_TO_CATEGORY
2554,sketching,BELONGS_TO_CATEGORY
2555,traditional_chinese_painting,BELONGS_TO_CATEGORY
2556,oil_painting,BELONGS_TO_CATEGORY
2557,traditional_chinese_painting,BELONGS_TO_CATEGORY
2558,traditional_chinese_painting,BELONGS_TO_CATEGORY
2559,oil_painting,BELONGS_TO_CATEGORY
2560,sketching,BELONGS_TO_CATEGORY
2561,traditional_chinese_painting,BELONGS_TO_CATEGORY
2562,traditional_chinese_painting,BELONGS_TO_CATEGORY
2563,traditional_chinese_painting,BELONGS_TO_CATEGORY
2564,sketching,BELONGS_TO_CATEGORY
2565,oil_painting,BELONGS_TO_CATEGORY
2566,sketching,BELONGS_TO_CATEGORY
2567,oil_painting,BELONGS_TO_CATEGORY
2568,sketching,BELONGS_TO_CATEGORY
2569,oil_painting,BELONGS_TO_CATEGORY
2570,traditional_chinese_painting,BELONGS_TO_CATEGORY
2571,traditional_chinese_painting,BELONGS_TO_CATEGORY
2572,oil_painting,BELONGS_TO_CATEGORY
2573,sketching,BELONGS_TO_CATEGORY
2574,traditional_chinese_painting,BELONGS_TO_CATEGORY
2575,sketching,BELONGS_TO_CATEGORY
2576,oil_painting,BELONGS_TO_CATEGORY
2577,sketching,BELONGS_TO_CATEGORY
2578,oil_painting,BELONGS_TO_CATEGORY
2579,traditional_chinese_painting,BELONGS_TO_CATEGORY
2580,traditional_chinese_painting,BELONGS_TO_CATEGORY
2581,sketching,BELONGS_TO_CATEGORY
2582,sketching,BELONGS_TO_CATEGORY
2583,oil_painting,BELONGS_TO_CATEGORY
2584,traditional_chinese_painting,BELONGS_TO_CATEGORY
2585,sketching,BELONGS_TO_CATEGORY
2586,oil_painting,BELONGS_TO_CATEGORY
2587,oil_painting,BELONGS_TO_CATEGORY
2588,sketching,BELONGS_TO_CATEGORY
2589,oil_painting,BELONGS_TO_CATEGORY
2590,oil_painting,BELONGS_TO_CATEGORY
2591,traditional_chinese_painting,BELONGS_TO_CATEGORY
2592,sketching,BELONGS_TO_CATEGORY
2593,oil_painting,BELONGS_TO_CATEGORY
2594,traditional_chinese_painting,BELONGS_TO_CATEGORY
2595,oil_painting,BELONGS_TO_CATEGORY
2596,oil_painting,BELONGS_TO_CATEGORY
2597,oil_painting,BELONGS_TO_CATEGORY
2598,sketching,BELONGS_TO_CATEGORY
2599,oil_painting,BELONGS_TO_CATEGORY
2600,oil_painting,BELONGS_TO_CATEGORY
2601,sketching,BELONGS_TO_CATEGORY
2602,oil_painting,BELONGS_TO_CATEGORY
2603,traditional_chinese_painting,BELONGS_TO_CATEGORY
2604,traditional_chinese_painting,BELONGS_TO_CATEGORY
2605,oil_painting,BELONGS_TO_CATEGORY
2606,traditional_chinese_painting,BELONGS_TO_CATEGORY
2607,sketching,BELONGS_TO_CATEGORY
2608,sketching,BELONGS_TO_CATEGORY
2609,traditional_chinese_painting,BELONGS_TO_CATEGORY
2610,sketching,BELONGS_TO_CATEGORY
2611,oil_painting,BELONGS_TO_CATEGORY
2612,oil_painting,BELONGS_TO_CATEGORY
2613,traditional_chinese_painting,BELONGS_TO_CATEGORY
2614,traditional_chinese_painting,BELONGS_TO_CATEGORY
2615,sketching,BELONGS_TO_CATEGORY
2616,traditional_chinese_painting,BELONGS_TO_CATEGORY
2617,traditional_chinese_painting,BELONGS_TO_CATEGORY
2618,traditional_chinese_painting,BELONGS_TO_CATEGORY
2619,sketching,BELONGS_TO_CATEGORY
2620,sketching,BELONGS_TO_CATEGORY
2621,sketching,BELONGS_TO_CATEGORY
2622,sketching,BELONGS_TO_CATEGORY
2623,oil_painting,BELONGS_TO_CATEGORY
2624,oil_painting,BELONGS_TO_CATEGORY
2625,sketching,BELONGS_TO_CATEGORY
2626,sketching,BELONGS_TO_CATEGORY
2627,traditional_chinese_painting,BELONGS_TO_CATEGORY
2628,traditional_chinese_painting,BELONGS_TO_CATEGORY
2629,traditional_chinese_painting,BELONGS_TO_CATEGORY
2630,traditional_chinese_painting,BELONGS_TO_CATEGORY
2631,sketching,BELONGS_TO_CATEGORY
2632,oil_painting,BELONGS_TO_CATEGORY
2633,oil_painting,BELONGS_TO_CATEGORY
2634,oil_painting,BELONGS_TO_CATEGORY
2635,oil_painting,BELONGS_TO_CATEGORY
2636,traditional_chinese_painting,BELONGS_TO_CATEGORY
2637,sketching,BELONGS_TO_CATEGORY
2638,sketching,BELONGS_TO_CATEGORY
2639,traditional_chinese_painting,BELONGS_TO_CATEGORY
2640,traditional_chinese_painting,BELONGS_TO_CATEGORY
2641,traditional_chinese_painting,BELONGS_TO_CATEGORY
2642,sketching,BELONGS_TO_CATEGORY
2643,oil_painting,BELONGS_TO_CATEGORY
2644,sketching,BELONGS_TO_CATEGORY
2645,sketching,BELONGS_TO_CATEGORY
2646,oil_painting,BELONGS_TO_CATEGORY
2647,sketching,BELONGS_TO_CATEGORY
2648,oil_painting,BELONGS_TO_CATEGORY
2649,sketching,BELONGS_TO_CATEGORY
2650,oil_painting,BELONGS_TO_CATEGORY
2651,oil_painting,BELONGS_TO_CATEGORY
2652,traditional_chinese_painting,BELONGS_TO_CATEGORY
2653,sketching,BELONGS_TO_CATEGORY
2654,oil_painting,BELONGS_TO_CATEGORY
2655,oil_painting,BELONGS_TO_CATEGORY
2656,traditional_chinese_painting,BELONGS_TO_CATEGORY
2657,sketching,BELONGS_TO_CATEGORY
2658,oil_painting,BELONGS_TO_CATEGORY
2659,sketching,BELONGS_TO_CATEGORY
2660,oil_painting,BELONGS_TO_CATEGORY
2661,traditional_chinese_painting,BELONGS_TO_CATEGORY
2662,oil_painting,BELONGS_TO_CATEGORY
2663,oil_painting,BELONGS_TO_CATEGORY
2664,sketching,BELONGS_TO_CATEGORY
2665,sketching,BELONGS_TO_CATEGORY
2666,traditional_chinese_painting,BELONGS_TO_CATEGORY
2667,sketching,BELONGS_TO_CATEGORY
2668,sketching,BELONGS_TO_CATEGORY
2669,traditional_chinese_painting,BELONGS_TO_CATEGORY
2670,sketching,BELONGS_TO_CATEGORY
2671,sketching,BELONGS_TO_CATEGORY
2672,sketching,BELONGS_TO_CATEGORY
2673,sketching,BELONGS_TO_CATEGORY
2674,traditional_chinese_painting,BELONGS_TO_CATEGORY
2675,sketching,BELONGS_TO_CATEGORY
2676,sketching,BELONGS_TO_CATEGORY
2677,oil_painting,BELONGS_TO_CATEGORY
2678,oil_painting,BELONGS_TO_CATEGORY
2679,oil_painting,BELONGS_TO_CATEGORY
2680,oil_painting,BELONGS_TO_CATEGORY
2681,sketching,BELONGS_TO_CATEGORY
2682,sketching,BELONGS_TO_CATEGORY
2683,traditional_chinese_painting,BELONGS_TO_CATEGORY
2684,oil_painting,BELONGS_TO_CATEGORY
2685,sketching,BELONGS_TO_CATEGORY
2686,traditional_chinese_painting,BELONGS_TO_CATEGORY
2687,oil_painting,BELONGS_TO_CATEGORY
2688,oil_painting,BELONGS_TO_CATEGORY
2689,traditional_chinese_painting,BELONGS_TO_CATEGORY
2690,oil_painting,BELONGS_TO_CATEGORY
2691,sketching,BELONGS_TO_CATEGORY
2692,traditional_chinese_painting,BELONGS_TO_CATEGORY
2693,oil_painting,BELONGS_TO_CATEGORY
2694,oil_painting,BELONGS_TO_CATEGORY
2695,oil_painting,BELONGS_TO_CATEGORY
2696,sketching,BELONGS_TO_CATEGORY
2697,sketching,BELONGS_TO_CATEGORY
2698,sketching,BELONGS_TO_CATEGORY
2699,sketching,BELONGS_TO_CATEGORY
2700,oil_painting,BELONGS_TO_CATEGORY
2701,sketching,BELONGS_TO_CATEGORY
2702,oil_painting,BELONGS_TO_CATEGORY
2703,traditional_chinese_painting,BELONGS_TO_CATEGORY
2704,sketching,BELONGS_TO_CATEGORY
2705,oil_painting,BELONGS_TO_CATEGORY
2706,traditional_chinese_painting,BELONGS_TO_CATEGORY
2707,oil_painting,BELONGS_TO_CATEGORY
2708,sketching,BELONGS_TO_CATEGORY
2709,traditional_chinese_painting,BELONGS_TO_CATEGORY
2710,sketching,BELONGS_TO_CATEGORY
2711,sketching,BELONGS_TO_CATEGORY
2712,oil_painting,BELONGS_TO_CATEGORY
2713,traditional_chinese_painting,BELONGS_TO_CATEGORY
2714,sketching,BELONGS_TO_CATEGORY
2715,sketching,BELONGS_TO_CATEGORY
2716,sketching,BELONGS_TO_CATEGORY
2717,traditional_chinese_painting,BELONGS_TO_CATEGORY
2718,oil_painting,BELONGS_TO_CATEGORY
2719,oil_painting,BELONGS_TO_CATEGORY
2720,sketching,BELONGS_TO_CATEGORY
2721,oil_painting,BELONGS_TO_CATEGORY
2722,traditional_chinese_painting,BELONGS_TO_CATEGORY
2723,sketching,BELONGS_TO_CATEGORY
2724,sketching,BELONGS_TO_CATEGORY
2725,oil_painting,BELONGS_TO_CATEGORY
2726,sketching,BELONGS_TO_CATEGORY
2727,oil_painting,BELONGS_TO_CATEGORY
2728,traditional_chinese_painting,BELONGS_TO_CATEGORY
2729,oil_painting,BELONGS_TO_CATEGORY
2730,sketching,BELONGS_TO_CATEGORY
2731,sketching,BELONGS_TO_CATEGORY
2732,oil_painting,BELONGS_TO_CATEGORY
2733,oil_painting,BELONGS_TO_CATEGORY
2734,sketching,BELONGS_TO_CATEGORY
2735,sketching,BELONGS_TO_CATEGORY
2736,sketching,BELONGS_TO_CATEGORY
2737,oil_painting,BELONGS_TO_CATEGORY
2738,traditional_chinese_painting,BELONGS_TO_CATEGORY
2739,sketching,BELONGS_TO_CATEGORY
2740,sketching,BELONGS_TO_CATEGORY
2741,sketching,BELONGS_TO_CATEGORY
2742,oil_painting,BELONGS_TO_CATEGORY
2743,oil_painting,BELONGS_TO_CATEGORY
2744,sketching,BELONGS_TO_CATEGORY
2745,sketching,BELONGS_TO_CATEGORY
2746,oil_painting,BELONGS_TO_CATEGORY
2747,sketching,BELONGS_TO_CATEGORY
2748,traditional_chinese_painting,BELONGS_TO_CATEGORY
2749,oil_painting,BELONGS_TO_CATEGORY
2750,sketching,BELONGS_TO_CATEGORY
2751,sketching,BELONGS_TO_CATEGORY
2752,sketching,BELONGS_TO_CATEGORY
2753,sketching,BELONGS_TO_CATEGORY
2754,oil_painting,BELONGS_TO_CATEGORY
2755,sketching,BELONGS_TO_CATEGORY
2756,traditional_chinese_painting,BELONGS_TO_CATEGORY
2757,oil_painting,BELONGS_TO_CATEGORY
2758,traditional_chinese_painting,BELONGS_TO_CATEGORY
2759,sketching,BELONGS_TO_CATEGORY
2760,oil_painting,BELONGS_TO_CATEGORY
2761,traditional_chinese_painting,BELONGS_TO_CATEGORY
2762,oil_painting,BELONGS_TO_CATEGORY
2763,sketching,BELONGS_TO_CATEGORY
2764,oil_painting,BELONGS_TO_CATEGORY
2765,sketching,BELONGS_TO_CATEGORY
2766,sketching,BELONGS_TO_CATEGORY
2767,sketching,BELONGS_TO_CATEGORY
2768,traditional_chinese_painting,BELONGS_TO_CATEGORY
2769,sketching,BELONGS_TO_CATEGORY
2770,sketching,BELONGS_TO_CATEGORY
2771,traditional_chinese_painting,BELONGS_TO_CATEGORY
2772,sketching,BELONGS_TO_CATEGORY
2773,oil_painting,BELONGS_TO_CATEGORY
2774,oil_painting,BELONGS_TO_CATEGORY
2775,oil_painting,BELONGS_TO_CATEGORY
2776,oil_painting,BELONGS_TO_CATEGORY
2777,sketching,BELONGS_TO_CATEGORY
2778,sketching,BELONGS_TO_CATEGORY
2779,traditional_chinese_painting,BELONGS_TO_CATEGORY
2780,sketching,BELONGS_TO_CATEGORY
2781,oil_painting,BELONGS_TO_CATEGORY
2782,oil_painting,BELONGS_TO_CATEGORY
2783,sketching,BELONGS_TO_CATEGORY
2784,oil_painting,BELONGS_TO_CATEGORY
2785,traditional_chinese_painting,BELONGS_TO_CATEGORY
2786,sketching,BELONGS_TO_CATEGORY
2787,oil_painting,BELONGS_TO_CATEGORY
2788,traditional_chinese_painting,BELONGS_TO_CATEGORY
2789,traditional_chinese_painting,BELONGS_TO_CATEGORY
2790,traditional_chinese_painting,BELONGS_TO_CATEGORY
2791,oil_painting,BELONGS_TO_CATEGORY
2792,oil_painting,BELONGS_TO_CATEGORY
2793,sketching,BELONGS_TO_CATEGORY
2794,sketching,BELONGS_TO_CATEGORY
2795,traditional_chinese_painting,BELONGS_TO_CATEGORY
2796,oil_painting,BELONGS_TO_CATEGORY
2797,sketching,BELONGS_TO_CATEGORY
2798,traditional_chinese_painting,BELONGS_TO_CATEGORY
2799,traditional_chinese_painting,BELONGS_TO_CATEGORY
2800,sketching,BELONGS_TO_CATEGORY
2801,oil_painting,BELONGS_TO_CATEGORY
2802,sketching,BELONGS_TO_CATEGORY
2803,traditional_chinese_painting,BELONGS_TO_CATEGORY
2804,oil_painting,BELONGS_TO_CATEGORY
2805,traditional_chinese_painting,BELONGS_TO_CATEGORY
2806,oil_painting,BELONGS_TO_CATEGORY
2807,sketching,BELONGS_TO_CATEGORY
2808,oil_painting,BELONGS_TO_CATEGORY
2809,oil_painting,BELONGS_TO_CATEGORY
2810,oil_painting,BELONGS_TO_CATEGORY
2811,traditional_chinese_painting,BELONGS_TO_CATEGORY
2812,oil_painting,BELONGS_TO_CATEGORY
2813,traditional_chinese_painting,BELONGS_TO_CATEGORY
2814,oil_painting,BELONGS_TO_CATEGORY
2815,oil_painting,BELONGS_TO_CATEGORY
2816,sketching,BELONGS_TO_CATEGORY
2817,oil_painting,BELONGS_TO_CATEGORY
2818,oil_painting,BELONGS_TO_CATEGORY
2819,oil_painting,BELONGS_TO_CATEGORY
2820,sketching,BELONGS_TO_CATEGORY
2821,sketching,BELONGS_TO_CATEGORY
2822,oil_painting,BELONGS_TO_CATEGORY
2823,oil_painting,BELONGS_TO_CATEGORY
2824,sketching,BELONGS_TO_CATEGORY
2825,traditional_chinese_painting,BELONGS_TO_CATEGORY
2826,oil_painting,BELONGS_TO_CATEGORY
2827,traditional_chinese_painting,BELONGS_TO_CATEGORY
2828,sketching,BELONGS_TO_CATEGORY
2829,oil_painting,BELONGS_TO_CATEGORY
2830,sketching,BELONGS_TO_CATEGORY
2831,oil_painting,BELONGS_TO_CATEGORY
2832,sketching,BELONGS_TO_CATEGORY
2833,oil_painting,BELONGS_TO_CATEGORY
2834,traditional_chinese_painting,BELONGS_TO_CATEGORY
2835,oil_painting,BELONGS_TO_CATEGORY
2836,sketching,BELONGS_TO_CATEGORY
2837,traditional_chinese_painting,BELONGS_TO_CATEGORY
2838,sketching,BELONGS_TO_CATEGORY
2839,oil_painting,BELONGS_TO_CATEGORY
2840,oil_painting,BELONGS_TO_CATEGORY
2841,sketching,BELONGS_TO_CATEGORY
2842,traditional_chinese_painting,BELONGS_TO_CATEGORY
2843,oil_painting,BELONGS_TO_CATEGORY
2844,oil_painting,BELONGS_TO_CATEGORY
2845,oil_painting,BELONGS_TO_CATEGORY
2846,sketching,BELONGS_TO_CATEGORY
2847,oil_painting,BELONGS_TO_CATEGORY
2848,traditional_chinese_painting,BELONGS_TO_CATEGORY
2849,oil_painting,BELONGS_TO_CATEGORY
2850,traditional_chinese_painting,BELONGS_TO_CATEGORY
2851,oil_painting,BELONGS_TO_CATEGORY
2852,oil_painting,BELONGS_TO_CATEGORY
2853,oil_painting,BELONGS_TO_CATEGORY
2854,sketching,BELONGS_TO_CATEGORY
2855,oil_painting,BELONGS_TO_CATEGORY
2856,oil_painting,BELONGS_TO_CATEGORY
2857,oil_painting,BELONGS_TO_CATEGORY
2858,traditional_chinese_painting,BELONGS_TO_CATEGORY
2859,traditional_chinese_painting,BELONGS_TO_CATEGORY
2860,sketching,BELONGS_TO_CATEGORY
2861,oil_painting,BELONGS_TO_CATEGORY
2862,sketching,BELONGS_TO_CATEGORY
2863,sketching,BELONGS_TO_CATEGORY
2864,oil_painting,BELONGS_TO_CATEGORY
2865,traditional_chinese_painting,BELONGS_TO_CATEGORY
2866,oil_painting,BELONGS_TO_CATEGORY
2867,sketching,BELONGS_TO_CATEGORY
2868,oil_painting,BELONGS_TO_CATEGORY
2869,sketching,BELONGS_TO_CATEGORY
2870,oil_painting,BELONGS_TO_CATEGORY
2871,oil_painting,BELONGS_TO_CATEGORY
2872,sketching,BELONGS_TO_CATEGORY
2873,traditional_chinese_painting,BELONGS_TO_CATEGORY
2874,oil_painting,BELONGS_TO_CATEGORY
2875,oil_painting,BELONGS_TO_CATEGORY
2876,traditional_chinese_painting,BELONGS_TO_CATEGORY
2877,sketching,BELONGS_TO_CATEGORY
2878,traditional_chinese_painting,BELONGS_TO_CATEGORY
2879,traditional_chinese_painting,BELONGS_TO_CATEGORY
2880,traditional_chinese_painting,BELONGS_TO_CATEGORY
2881,sketching,BELONGS_TO_CATEGORY
2882,traditional_chinese_painting,BELONGS_TO_CATEGORY
2883,sketching,BELONGS_TO_CATEGORY
2884,sketching,BELONGS_TO_CATEGORY
2885,oil_painting,BELONGS_TO_CATEGORY
2886,oil_painting,BELONGS_TO_CATEGORY
2887,oil_painting,BELONGS_TO_CATEGORY
2888,sketching,BELONGS_TO_CATEGORY
2889,sketching,BELONGS_TO_CATEGORY
2890,oil_painting,BELONGS_TO_CATEGORY
2891,oil_painting,BELONGS_TO_CATEGORY
2892,sketching,BELONGS_TO_CATEGORY
2893,traditional_chinese_painting,BELONGS_TO_CATEGORY
2894,traditional_chinese_painting,BELONGS_TO_CATEGORY
2895,oil_painting,BELONGS_TO_CATEGORY
2896,oil_painting,BELONGS_TO_CATEGORY
2897,oil_painting,BELONGS_TO_CATEGORY
2898,sketching,BELONGS_TO_CATEGORY
2899,oil_painting,BELONGS_TO_CATEGORY
2900,sketching,BELONGS_TO_CATEGORY
2901,oil_painting,BELONGS_TO_CATEGORY
2902,traditional_chinese_painting,BELONGS_TO_CATEGORY
2903,sketching,BELONGS_TO_CATEGORY
2904,sketching,BELONGS_TO_CATEGORY
2905,oil_painting,BELONGS_TO_CATEGORY
2906,sketching,BELONGS_TO_CATEGORY
2907,traditional_chinese_painting,BELONGS_TO_CATEGORY
2908,sketching,BELONGS_TO_CATEGORY
2909,sketching,BELONGS_TO_CATEGORY
2910,traditional_chinese_painting,BELONGS_TO_CATEGORY
2911,sketching,BELONGS_TO_CATEGORY
2912,sketching,BELONGS_TO_CATEGORY
2913,traditional_chinese_painting,BELONGS_TO_CATEGORY
2914,sketching,BELONGS_TO_CATEGORY
2915,oil_painting,BELONGS_TO_CATEGORY
2916,sketching,BELONGS_TO_CATEGORY
2917,oil_painting,BELONGS_TO_CATEGORY
2918,sketching,BELONGS_TO_CATEGORY
2919,sketching,BELONGS_TO_CATEGORY
2920,sketching,BELONGS_TO_CATEGORY
2921,oil_painting,BELONGS_TO_CATEGORY
2922,traditional_chinese_painting,BELONGS_TO_CATEGORY
2923,sketching,BELONGS_TO_CATEGORY
2924,sketching,BELONGS_TO_CATEGORY
2925,oil_painting,BELONGS_TO_CATEGORY
2926,sketching,BELONGS_TO_CATEGORY
2927,oil_painting,BELONGS_TO_CATEGORY
2928,oil_painting,BELONGS_TO_CATEGORY
2929,sketching,BELONGS_TO_CATEGORY
2930,sketching,BELONGS_TO_CATEGORY
2931,sketching,BELONGS_TO_CATEGORY
2932,sketching,BELONGS_TO_CATEGORY
2933,sketching,BELONGS_TO_CATEGORY
2934,traditional_chinese_painting,BELONGS_TO_CATEGORY
2935,sketching,BELONGS_TO_CATEGORY
2936,oil_painting,BELONGS_TO_CATEGORY
2937,sketching,BELONGS_TO_CATEGORY
2938,sketching,BELONGS_TO_CATEGORY
2939,oil_painting,BELONGS_TO_CATEGORY
2940,oil_painting,BELONGS_TO_CATEGORY
2941,oil_painting,BELONGS_TO_CATEGORY
2942,sketching,BELONGS_TO_CATEGORY
2943,oil_painting,BELONGS_TO_CATEGORY
2944,traditional_chinese_painting,BELONGS_TO_CATEGORY
2945,sketching,BELONGS_TO_CATEGORY
2946,oil_painting,BELONGS_TO_CATEGORY
2947,oil_painting,BELONGS_TO_CATEGORY
2948,sketching,BELONGS_TO_CATEGORY
2949,sketching,BELONGS_TO_CATEGORY
2950,oil_painting,BELONGS_TO_CATEGORY
2951,oil_painting,BELONGS_TO_CATEGORY
2952,sketching,BELONGS_TO_CATEGORY
2953,sketching,BELONGS_TO_CATEGORY
2954,oil_painting,BELONGS_TO_CATEGORY
2955,traditional_chinese_painting,BELONGS_TO_CATEGORY
2956,traditional_chinese_painting,BELONGS_TO_CATEGORY
2957,oil_painting,BELONGS_TO_CATEGORY
2958,traditional_chinese_painting,BELONGS_TO_CATEGORY
2959,sketching,BELONGS_TO_CATEGORY
2960,traditional_chinese_painting,BELONGS_TO_CATEGORY
2961,sketching,BELONGS_TO_CATEGORY
2962,sketching,BELONGS_TO_CATEGORY
2963,sketching,BELONGS_TO_CATEGORY
2964,traditional_chinese_painting,BELONGS_TO_CATEGORY
2965,oil_painting,BELONGS_TO_CATEGORY
2966,oil_painting,BELONGS_TO_CATEGORY
2967,sketching,BELONGS_TO_CATEGORY
2968,oil_painting,BELONGS_TO_CATEGORY
2969,sketching,BELONGS_TO_CATEGORY
2970,oil_painting,BELONGS_TO_CATEGORY
2971,traditional_chinese_painting,BELONGS_TO_CATEGORY
2972,traditional_chinese_painting,BELONGS_TO_CATEGORY
2973,sketching,BELONGS_TO_CATEGORY
2974,traditional_chinese_painting,BELONGS_TO_CATEGORY
2975,sketching,BELONGS_TO_CATEGORY
2976,oil_painting,BELONGS_TO_CATEGORY
2977,oil_painting,BELONGS_TO_CATEGORY
2978,sketching,BELONGS_TO_CATEGORY
2979,sketching,BELONGS_TO_CATEGORY
2980,sketching,BELONGS_TO_CATEGORY
2981,oil_painting,BELONGS_TO_CATEGORY
2982,oil_painting,BELONGS_TO_CATEGORY
2983,oil_painting,BELONGS_TO_CATEGORY
2984,sketching,BELONGS_TO_CATEGORY
2985,oil_painting,BELONGS_TO_CATEGORY
2986,sketching,BELONGS_TO_CATEGORY
2987,sketching,BELONGS_TO_CATEGORY
2988,traditional_chinese_painting,BELONGS_TO_CATEGORY
2989,oil_painting,BELONGS_TO_CATEGORY
2990,sketching,BELONGS_TO_CATEGORY
2991,traditional_chinese_painting,BELONGS_TO_CATEGORY
2992,oil_painting,BELONGS_TO_CATEGORY
2993,oil_painting,BELONGS_TO_CATEGORY
2994,traditional_chinese_painting,BELONGS_TO_CATEGORY
2995,sketching,BELONGS_TO_CATEGORY
2996,sketching,BELONGS_TO_CATEGORY
2997,traditional_chinese_painting,BELONGS_TO_CATEGORY
2998,sketching,BELONGS_TO_CATEGORY
2999,sketching,BELONGS_TO_CATEGORY
3000,oil_painting,BELONGS_TO_CATEGORY
3001,sketching,BELONGS_TO_CATEGORY
3002,sketching,BELONGS_TO_CATEGORY
3003,oil_painting,BELONGS_TO_CATEGORY
3004,sketching,BELONGS_TO_CATEGORY
3005,oil_painting,BELONGS_TO_CATEGORY
3006,traditional_chinese_painting,BELONGS_TO_CATEGORY
3007,oil_painting,BELONGS_TO_CATEGORY
3008,sketching,BELONGS_TO_CATEGORY
3009,sketching,BELONGS_TO_CATEGORY
3010,traditional_chinese_painting,BELONGS_TO_CATEGORY
3011,oil_painting,BELONGS_TO_CATEGORY
3012,sketching,BELONGS_TO_CATEGORY
3013,oil_painting,BELONGS_TO_CATEGORY
3014,oil_painting,BELONGS_TO_CATEGORY
3015,oil_painting,BELONGS_TO_CATEGORY
3016,sketching,BELONGS_TO_CATEGORY
3017,oil_painting,BELONGS_TO_CATEGORY
3018,traditional_chinese_painting,BELONGS_TO_CATEGORY
3019,sketching,BELONGS_TO_CATEGORY
3020,sketching,BELONGS_TO_CATEGORY
3021,sketching,BELONGS_TO_CATEGORY
3022,sketching,BELONGS_TO_CATEGORY
3023,sketching,BELONGS_TO_CATEGORY
3024,oil_painting,BELONGS_TO_CATEGORY
3025,oil_painting,BELONGS_TO_CATEGORY
3026,traditional_chinese_painting,BELONGS_TO_CATEGORY
3027,oil_painting,BELONGS_TO_CATEGORY
3028,sketching,BELONGS_TO_CATEGORY
3029,oil_painting,BELONGS_TO_CATEGORY
3030,sketching,BELONGS_TO_CATEGORY
3031,oil_painting,BELONGS_TO_CATEGORY
3032,oil_painting,BELONGS_TO_CATEGORY
3033,oil_painting,BELONGS_TO_CATEGORY
3034,traditional_chinese_painting,BELONGS_TO_CATEGORY
3035,sketching,BELONGS_TO_CATEGORY
3036,traditional_chinese_painting,BELONGS_TO_CATEGORY
3037,oil_painting,BELONGS_TO_CATEGORY
3038,sketching,BELONGS_TO_CATEGORY
3039,sketching,BELONGS_TO_CATEGORY
3040,traditional_chinese_painting,BELONGS_TO_CATEGORY
3041,oil_painting,BELONGS_TO_CATEGORY
3042,sketching,BELONGS_TO_CATEGORY
3043,sketching,BELONGS_TO_CATEGORY
3044,sketching,BELONGS_TO_CATEGORY
3045,sketching,BELONGS_TO_CATEGORY
3046,oil_painting,BELONGS_TO_CATEGORY
3047,oil_painting,BELONGS_TO_CATEGORY
3048,traditional_chinese_painting,BELONGS_TO_CATEGORY
3049,traditional_chinese_painting,BELONGS_TO_CATEGORY
3050,traditional_chinese_painting,BELONGS_TO_CATEGORY
3051,traditional_chinese_painting,BELONGS_TO_CATEGORY
3052,oil_painting,BELONGS_TO_CATEGORY
3053,oil_painting,BELONGS_TO_CATEGORY
3054,traditional_chinese_painting,BELONGS_TO_CATEGORY
