artwork,style,:TYPE
1998,meticulous,BELONGS_TO_STYLE
1999,meticulous,BELONGS_TO_STYLE
2000,classicism,BELONGS_TO_STYLE
2001,symbolism,BELONGS_TO_STYLE
2002,classicism,BELONGS_TO_STYLE
2003,meticulous,BELONGS_TO_STYLE
2004,romanticism,BELONGS_TO_STYLE
2005,symbolism,BELONGS_TO_STYLE
2006,symbolism,BELONGS_TO_STYLE
2007,classicism,BELONGS_TO_STYLE
2008,meticulous,BELONGS_TO_STYLE
2009,freehand,BELONGS_TO_STYLE
2010,classicism,BELONGS_TO_STYLE
2011,romanticism,BELONGS_TO_STYLE
2012,romanticism,BELONGS_TO_STYLE
2013,romanticism,BELONGS_TO_STYLE
2014,meticulous,BELONGS_TO_STYLE
2015,freehand,BELONGS_TO_STYLE
2016,symbolism,BELONGS_TO_STYLE
2017,meticulous,BELONGS_TO_STYLE
2018,romanticism,BELONGS_TO_STYLE
2019,romanticism,BELONGS_TO_STYLE
2020,symbolism,BELONGS_TO_STYLE
2021,romanticism,BELONGS_TO_STYLE
2022,romanticism,BELONGS_TO_STYLE
2023,classicism,BELONGS_TO_STYLE
2024,symbolism,BELONGS_TO_STYLE
2025,classicism,BELONGS_TO_STYLE
2026,symbolism,BELONGS_TO_STYLE
2027,classicism,BELONGS_TO_STYLE
2028,romanticism,BELONGS_TO_STYLE
2029,classicism,BELONGS_TO_STYLE
2030,symbolism,BELONGS_TO_STYLE
2031,romanticism,BELONGS_TO_STYLE
2032,freehand,BELONGS_TO_STYLE
2033,classicism,BELONGS_TO_STYLE
2034,classicism,BELONGS_TO_STYLE
2035,romanticism,BELONGS_TO_STYLE
2036,romanticism,BELONGS_TO_STYLE
2037,romanticism,BELONGS_TO_STYLE
2038,symbolism,BELONGS_TO_STYLE
2039,symbolism,BELONGS_TO_STYLE
2040,romanticism,BELONGS_TO_STYLE
2041,symbolism,BELONGS_TO_STYLE
2042,meticulous,BELONGS_TO_STYLE
2043,symbolism,BELONGS_TO_STYLE
2044,romanticism,BELONGS_TO_STYLE
2045,classicism,BELONGS_TO_STYLE
2046,romanticism,BELONGS_TO_STYLE
2047,classicism,BELONGS_TO_STYLE
2048,symbolism,BELONGS_TO_STYLE
2049,symbolism,BELONGS_TO_STYLE
2050,romanticism,BELONGS_TO_STYLE
2051,romanticism,BELONGS_TO_STYLE
2052,freehand,BELONGS_TO_STYLE
2053,romanticism,BELONGS_TO_STYLE
2054,symbolism,BELONGS_TO_STYLE
2055,classicism,BELONGS_TO_STYLE
2056,classicism,BELONGS_TO_STYLE
2057,freehand,BELONGS_TO_STYLE
2058,symbolism,BELONGS_TO_STYLE
2059,symbolism,BELONGS_TO_STYLE
2060,freehand,BELONGS_TO_STYLE
2061,classicism,BELONGS_TO_STYLE
2062,meticulous,BELONGS_TO_STYLE
2063,romanticism,BELONGS_TO_STYLE
2064,freehand,BELONGS_TO_STYLE
2065,classicism,BELONGS_TO_STYLE
2066,symbolism,BELONGS_TO_STYLE
2067,classicism,BELONGS_TO_STYLE
2068,freehand,BELONGS_TO_STYLE
2069,symbolism,BELONGS_TO_STYLE
2070,romanticism,BELONGS_TO_STYLE
2071,symbolism,BELONGS_TO_STYLE
2072,romanticism,BELONGS_TO_STYLE
2073,meticulous,BELONGS_TO_STYLE
2074,romanticism,BELONGS_TO_STYLE
2075,freehand,BELONGS_TO_STYLE
2076,classicism,BELONGS_TO_STYLE
2077,romanticism,BELONGS_TO_STYLE
2078,classicism,BELONGS_TO_STYLE
2079,romanticism,BELONGS_TO_STYLE
2080,classicism,BELONGS_TO_STYLE
2081,romanticism,BELONGS_TO_STYLE
2082,classicism,BELONGS_TO_STYLE
2083,classicism,BELONGS_TO_STYLE
2084,freehand,BELONGS_TO_STYLE
2085,romanticism,BELONGS_TO_STYLE
2086,romanticism,BELONGS_TO_STYLE
2087,freehand,BELONGS_TO_STYLE
2088,romanticism,BELONGS_TO_STYLE
2089,meticulous,BELONGS_TO_STYLE
2090,freehand,BELONGS_TO_STYLE
2091,meticulous,BELONGS_TO_STYLE
2092,meticulous,BELONGS_TO_STYLE
2093,classicism,BELONGS_TO_STYLE
2094,freehand,BELONGS_TO_STYLE
2095,romanticism,BELONGS_TO_STYLE
2096,romanticism,BELONGS_TO_STYLE
2097,classicism,BELONGS_TO_STYLE
2098,freehand,BELONGS_TO_STYLE
2099,classicism,BELONGS_TO_STYLE
2100,romanticism,BELONGS_TO_STYLE
2101,freehand,BELONGS_TO_STYLE
2102,meticulous,BELONGS_TO_STYLE
2103,classicism,BELONGS_TO_STYLE
2104,classicism,BELONGS_TO_STYLE
2105,romanticism,BELONGS_TO_STYLE
2106,symbolism,BELONGS_TO_STYLE
2107,symbolism,BELONGS_TO_STYLE
2108,symbolism,BELONGS_TO_STYLE
2109,classicism,BELONGS_TO_STYLE
2110,classicism,BELONGS_TO_STYLE
2111,classicism,BELONGS_TO_STYLE
2112,symbolism,BELONGS_TO_STYLE
2113,romanticism,BELONGS_TO_STYLE
2114,freehand,BELONGS_TO_STYLE
2115,symbolism,BELONGS_TO_STYLE
2116,symbolism,BELONGS_TO_STYLE
2117,symbolism,BELONGS_TO_STYLE
2118,classicism,BELONGS_TO_STYLE
2119,classicism,BELONGS_TO_STYLE
2120,symbolism,BELONGS_TO_STYLE
2121,classicism,BELONGS_TO_STYLE
2122,symbolism,BELONGS_TO_STYLE
2123,classicism,BELONGS_TO_STYLE
2124,romanticism,BELONGS_TO_STYLE
2125,classicism,BELONGS_TO_STYLE
2126,classicism,BELONGS_TO_STYLE
2127,freehand,BELONGS_TO_STYLE
2128,romanticism,BELONGS_TO_STYLE
2129,freehand,BELONGS_TO_STYLE
2130,meticulous,BELONGS_TO_STYLE
2131,romanticism,BELONGS_TO_STYLE
2132,meticulous,BELONGS_TO_STYLE
2133,freehand,BELONGS_TO_STYLE
2134,romanticism,BELONGS_TO_STYLE
2135,symbolism,BELONGS_TO_STYLE
2136,symbolism,BELONGS_TO_STYLE
2137,romanticism,BELONGS_TO_STYLE
2138,freehand,BELONGS_TO_STYLE
2139,romanticism,BELONGS_TO_STYLE
2140,classicism,BELONGS_TO_STYLE
2141,romanticism,BELONGS_TO_STYLE
2142,meticulous,BELONGS_TO_STYLE
2143,romanticism,BELONGS_TO_STYLE
2144,symbolism,BELONGS_TO_STYLE
2145,classicism,BELONGS_TO_STYLE
2146,classicism,BELONGS_TO_STYLE
2147,classicism,BELONGS_TO_STYLE
2148,symbolism,BELONGS_TO_STYLE
2149,meticulous,BELONGS_TO_STYLE
2150,romanticism,BELONGS_TO_STYLE
2151,freehand,BELONGS_TO_STYLE
2152,classicism,BELONGS_TO_STYLE
2153,classicism,BELONGS_TO_STYLE
2154,freehand,BELONGS_TO_STYLE
2155,romanticism,BELONGS_TO_STYLE
2156,romanticism,BELONGS_TO_STYLE
2157,symbolism,BELONGS_TO_STYLE
2158,romanticism,BELONGS_TO_STYLE
2159,classicism,BELONGS_TO_STYLE
2160,symbolism,BELONGS_TO_STYLE
2161,classicism,BELONGS_TO_STYLE
2162,symbolism,BELONGS_TO_STYLE
2163,meticulous,BELONGS_TO_STYLE
2164,romanticism,BELONGS_TO_STYLE
2165,freehand,BELONGS_TO_STYLE
2166,symbolism,BELONGS_TO_STYLE
2167,symbolism,BELONGS_TO_STYLE
2168,symbolism,BELONGS_TO_STYLE
2169,romanticism,BELONGS_TO_STYLE
2170,symbolism,BELONGS_TO_STYLE
2171,classicism,BELONGS_TO_STYLE
2172,romanticism,BELONGS_TO_STYLE
2173,freehand,BELONGS_TO_STYLE
2174,symbolism,BELONGS_TO_STYLE
2175,classicism,BELONGS_TO_STYLE
2176,romanticism,BELONGS_TO_STYLE
2177,meticulous,BELONGS_TO_STYLE
2178,symbolism,BELONGS_TO_STYLE
2179,symbolism,BELONGS_TO_STYLE
2180,freehand,BELONGS_TO_STYLE
2181,meticulous,BELONGS_TO_STYLE
2182,symbolism,BELONGS_TO_STYLE
2183,romanticism,BELONGS_TO_STYLE
2184,symbolism,BELONGS_TO_STYLE
2185,romanticism,BELONGS_TO_STYLE
2186,romanticism,BELONGS_TO_STYLE
2187,classicism,BELONGS_TO_STYLE
2188,romanticism,BELONGS_TO_STYLE
2189,freehand,BELONGS_TO_STYLE
2190,classicism,BELONGS_TO_STYLE
2191,romanticism,BELONGS_TO_STYLE
2192,romanticism,BELONGS_TO_STYLE
2193,romanticism,BELONGS_TO_STYLE
2194,romanticism,BELONGS_TO_STYLE
2195,meticulous,BELONGS_TO_STYLE
2196,symbolism,BELONGS_TO_STYLE
2197,romanticism,BELONGS_TO_STYLE
2198,classicism,BELONGS_TO_STYLE
2199,romanticism,BELONGS_TO_STYLE
2200,symbolism,BELONGS_TO_STYLE
2201,romanticism,BELONGS_TO_STYLE
2202,symbolism,BELONGS_TO_STYLE
2203,freehand,BELONGS_TO_STYLE
2204,symbolism,BELONGS_TO_STYLE
2205,symbolism,BELONGS_TO_STYLE
2206,classicism,BELONGS_TO_STYLE
2207,classicism,BELONGS_TO_STYLE
2208,symbolism,BELONGS_TO_STYLE
2209,classicism,BELONGS_TO_STYLE
2210,freehand,BELONGS_TO_STYLE
2211,meticulous,BELONGS_TO_STYLE
2212,classicism,BELONGS_TO_STYLE
2213,classicism,BELONGS_TO_STYLE
2214,romanticism,BELONGS_TO_STYLE
2215,romanticism,BELONGS_TO_STYLE
2216,symbolism,BELONGS_TO_STYLE
2217,romanticism,BELONGS_TO_STYLE
2218,meticulous,BELONGS_TO_STYLE
2219,romanticism,BELONGS_TO_STYLE
2220,romanticism,BELONGS_TO_STYLE
2221,classicism,BELONGS_TO_STYLE
2222,meticulous,BELONGS_TO_STYLE
2223,freehand,BELONGS_TO_STYLE
2224,symbolism,BELONGS_TO_STYLE
2225,classicism,BELONGS_TO_STYLE
2226,romanticism,BELONGS_TO_STYLE
2227,classicism,BELONGS_TO_STYLE
2228,classicism,BELONGS_TO_STYLE
2229,classicism,BELONGS_TO_STYLE
2230,romanticism,BELONGS_TO_STYLE
2231,romanticism,BELONGS_TO_STYLE
2232,classicism,BELONGS_TO_STYLE
2233,classicism,BELONGS_TO_STYLE
2234,symbolism,BELONGS_TO_STYLE
2235,freehand,BELONGS_TO_STYLE
2236,romanticism,BELONGS_TO_STYLE
2237,meticulous,BELONGS_TO_STYLE
2238,classicism,BELONGS_TO_STYLE
2239,classicism,BELONGS_TO_STYLE
2240,classicism,BELONGS_TO_STYLE
2241,freehand,BELONGS_TO_STYLE
2242,symbolism,BELONGS_TO_STYLE
2243,classicism,BELONGS_TO_STYLE
2244,meticulous,BELONGS_TO_STYLE
2245,classicism,BELONGS_TO_STYLE
2246,freehand,BELONGS_TO_STYLE
2247,symbolism,BELONGS_TO_STYLE
2248,romanticism,BELONGS_TO_STYLE
2249,freehand,BELONGS_TO_STYLE
2250,classicism,BELONGS_TO_STYLE
2251,symbolism,BELONGS_TO_STYLE
2252,symbolism,BELONGS_TO_STYLE
2253,symbolism,BELONGS_TO_STYLE
2254,meticulous,BELONGS_TO_STYLE
2255,classicism,BELONGS_TO_STYLE
2256,classicism,BELONGS_TO_STYLE
2257,classicism,BELONGS_TO_STYLE
2258,romanticism,BELONGS_TO_STYLE
2259,symbolism,BELONGS_TO_STYLE
2260,meticulous,BELONGS_TO_STYLE
2261,symbolism,BELONGS_TO_STYLE
2262,romanticism,BELONGS_TO_STYLE
2263,meticulous,BELONGS_TO_STYLE
2264,romanticism,BELONGS_TO_STYLE
2265,classicism,BELONGS_TO_STYLE
2266,freehand,BELONGS_TO_STYLE
2267,classicism,BELONGS_TO_STYLE
2268,romanticism,BELONGS_TO_STYLE
2269,symbolism,BELONGS_TO_STYLE
2270,classicism,BELONGS_TO_STYLE
2271,classicism,BELONGS_TO_STYLE
2272,classicism,BELONGS_TO_STYLE
2273,classicism,BELONGS_TO_STYLE
2274,freehand,BELONGS_TO_STYLE
2275,romanticism,BELONGS_TO_STYLE
2276,romanticism,BELONGS_TO_STYLE
2277,romanticism,BELONGS_TO_STYLE
2278,symbolism,BELONGS_TO_STYLE
2279,freehand,BELONGS_TO_STYLE
2280,meticulous,BELONGS_TO_STYLE
2281,freehand,BELONGS_TO_STYLE
2282,symbolism,BELONGS_TO_STYLE
2283,classicism,BELONGS_TO_STYLE
2284,symbolism,BELONGS_TO_STYLE
2285,classicism,BELONGS_TO_STYLE
2286,symbolism,BELONGS_TO_STYLE
2287,freehand,BELONGS_TO_STYLE
2288,romanticism,BELONGS_TO_STYLE
2289,freehand,BELONGS_TO_STYLE
2290,symbolism,BELONGS_TO_STYLE
2291,classicism,BELONGS_TO_STYLE
2292,classicism,BELONGS_TO_STYLE
2293,symbolism,BELONGS_TO_STYLE
2294,romanticism,BELONGS_TO_STYLE
2295,romanticism,BELONGS_TO_STYLE
2296,symbolism,BELONGS_TO_STYLE
2297,classicism,BELONGS_TO_STYLE
2298,symbolism,BELONGS_TO_STYLE
2299,meticulous,BELONGS_TO_STYLE
2300,romanticism,BELONGS_TO_STYLE
2301,meticulous,BELONGS_TO_STYLE
2302,symbolism,BELONGS_TO_STYLE
2303,freehand,BELONGS_TO_STYLE
2304,romanticism,BELONGS_TO_STYLE
2305,romanticism,BELONGS_TO_STYLE
2306,classicism,BELONGS_TO_STYLE
2307,classicism,BELONGS_TO_STYLE
2308,classicism,BELONGS_TO_STYLE
2309,freehand,BELONGS_TO_STYLE
2310,meticulous,BELONGS_TO_STYLE
2311,romanticism,BELONGS_TO_STYLE
2312,meticulous,BELONGS_TO_STYLE
2313,classicism,BELONGS_TO_STYLE
2314,symbolism,BELONGS_TO_STYLE
2315,meticulous,BELONGS_TO_STYLE
2316,romanticism,BELONGS_TO_STYLE
2317,classicism,BELONGS_TO_STYLE
2318,romanticism,BELONGS_TO_STYLE
2319,freehand,BELONGS_TO_STYLE
2320,freehand,BELONGS_TO_STYLE
2321,freehand,BELONGS_TO_STYLE
2322,symbolism,BELONGS_TO_STYLE
2323,meticulous,BELONGS_TO_STYLE
2324,symbolism,BELONGS_TO_STYLE
2325,meticulous,BELONGS_TO_STYLE
2326,symbolism,BELONGS_TO_STYLE
2327,symbolism,BELONGS_TO_STYLE
2328,meticulous,BELONGS_TO_STYLE
2329,symbolism,BELONGS_TO_STYLE
2330,symbolism,BELONGS_TO_STYLE
2331,romanticism,BELONGS_TO_STYLE
2332,romanticism,BELONGS_TO_STYLE
2333,romanticism,BELONGS_TO_STYLE
2334,symbolism,BELONGS_TO_STYLE
2335,romanticism,BELONGS_TO_STYLE
2336,meticulous,BELONGS_TO_STYLE
2337,symbolism,BELONGS_TO_STYLE
2338,romanticism,BELONGS_TO_STYLE
2339,romanticism,BELONGS_TO_STYLE
2340,romanticism,BELONGS_TO_STYLE
2341,romanticism,BELONGS_TO_STYLE
2342,symbolism,BELONGS_TO_STYLE
2343,classicism,BELONGS_TO_STYLE
2344,romanticism,BELONGS_TO_STYLE
2345,symbolism,BELONGS_TO_STYLE
2346,romanticism,BELONGS_TO_STYLE
2347,classicism,BELONGS_TO_STYLE
2348,romanticism,BELONGS_TO_STYLE
2349,classicism,BELONGS_TO_STYLE
2350,meticulous,BELONGS_TO_STYLE
2351,symbolism,BELONGS_TO_STYLE
2352,romanticism,BELONGS_TO_STYLE
2353,classicism,BELONGS_TO_STYLE
2354,romanticism,BELONGS_TO_STYLE
2355,romanticism,BELONGS_TO_STYLE
2356,freehand,BELONGS_TO_STYLE
2357,classicism,BELONGS_TO_STYLE
2358,freehand,BELONGS_TO_STYLE
2359,meticulous,BELONGS_TO_STYLE
2360,freehand,BELONGS_TO_STYLE
2361,meticulous,BELONGS_TO_STYLE
2362,symbolism,BELONGS_TO_STYLE
2363,symbolism,BELONGS_TO_STYLE
2364,meticulous,BELONGS_TO_STYLE
2365,classicism,BELONGS_TO_STYLE
2366,symbolism,BELONGS_TO_STYLE
2367,romanticism,BELONGS_TO_STYLE
2368,classicism,BELONGS_TO_STYLE
2369,meticulous,BELONGS_TO_STYLE
2370,classicism,BELONGS_TO_STYLE
2371,symbolism,BELONGS_TO_STYLE
2372,classicism,BELONGS_TO_STYLE
2373,meticulous,BELONGS_TO_STYLE
2374,meticulous,BELONGS_TO_STYLE
2375,classicism,BELONGS_TO_STYLE
2376,romanticism,BELONGS_TO_STYLE
2377,classicism,BELONGS_TO_STYLE
2378,classicism,BELONGS_TO_STYLE
2379,symbolism,BELONGS_TO_STYLE
2380,classicism,BELONGS_TO_STYLE
2381,classicism,BELONGS_TO_STYLE
2382,symbolism,BELONGS_TO_STYLE
2383,symbolism,BELONGS_TO_STYLE
2384,romanticism,BELONGS_TO_STYLE
2385,symbolism,BELONGS_TO_STYLE
2386,meticulous,BELONGS_TO_STYLE
2387,meticulous,BELONGS_TO_STYLE
2388,meticulous,BELONGS_TO_STYLE
2389,classicism,BELONGS_TO_STYLE
2390,symbolism,BELONGS_TO_STYLE
2391,symbolism,BELONGS_TO_STYLE
2392,symbolism,BELONGS_TO_STYLE
2393,romanticism,BELONGS_TO_STYLE
2394,romanticism,BELONGS_TO_STYLE
2395,symbolism,BELONGS_TO_STYLE
2396,symbolism,BELONGS_TO_STYLE
2397,symbolism,BELONGS_TO_STYLE
2398,symbolism,BELONGS_TO_STYLE
2399,symbolism,BELONGS_TO_STYLE
2400,freehand,BELONGS_TO_STYLE
2401,classicism,BELONGS_TO_STYLE
2402,romanticism,BELONGS_TO_STYLE
2403,classicism,BELONGS_TO_STYLE
2404,classicism,BELONGS_TO_STYLE
2405,meticulous,BELONGS_TO_STYLE
2406,symbolism,BELONGS_TO_STYLE
2407,symbolism,BELONGS_TO_STYLE
2408,symbolism,BELONGS_TO_STYLE
2409,romanticism,BELONGS_TO_STYLE
2410,romanticism,BELONGS_TO_STYLE
2411,classicism,BELONGS_TO_STYLE
2412,romanticism,BELONGS_TO_STYLE
2413,symbolism,BELONGS_TO_STYLE
2414,symbolism,BELONGS_TO_STYLE
2415,classicism,BELONGS_TO_STYLE
2416,classicism,BELONGS_TO_STYLE
2417,romanticism,BELONGS_TO_STYLE
2418,romanticism,BELONGS_TO_STYLE
2419,romanticism,BELONGS_TO_STYLE
2420,romanticism,BELONGS_TO_STYLE
2421,romanticism,BELONGS_TO_STYLE
2422,symbolism,BELONGS_TO_STYLE
2423,symbolism,BELONGS_TO_STYLE
2424,classicism,BELONGS_TO_STYLE
2425,symbolism,BELONGS_TO_STYLE
2426,romanticism,BELONGS_TO_STYLE
2427,classicism,BELONGS_TO_STYLE
2428,romanticism,BELONGS_TO_STYLE
2429,romanticism,BELONGS_TO_STYLE
2430,romanticism,BELONGS_TO_STYLE
2431,freehand,BELONGS_TO_STYLE
2432,freehand,BELONGS_TO_STYLE
2433,symbolism,BELONGS_TO_STYLE
2434,meticulous,BELONGS_TO_STYLE
2435,symbolism,BELONGS_TO_STYLE
2436,romanticism,BELONGS_TO_STYLE
2437,classicism,BELONGS_TO_STYLE
2438,classicism,BELONGS_TO_STYLE
2439,symbolism,BELONGS_TO_STYLE
2440,romanticism,BELONGS_TO_STYLE
2441,symbolism,BELONGS_TO_STYLE
2442,symbolism,BELONGS_TO_STYLE
2443,romanticism,BELONGS_TO_STYLE
2444,classicism,BELONGS_TO_STYLE
2445,classicism,BELONGS_TO_STYLE
2446,freehand,BELONGS_TO_STYLE
2447,romanticism,BELONGS_TO_STYLE
2448,symbolism,BELONGS_TO_STYLE
2449,romanticism,BELONGS_TO_STYLE
2450,meticulous,BELONGS_TO_STYLE
2451,romanticism,BELONGS_TO_STYLE
2452,romanticism,BELONGS_TO_STYLE
2453,symbolism,BELONGS_TO_STYLE
2454,romanticism,BELONGS_TO_STYLE
2455,symbolism,BELONGS_TO_STYLE
2456,romanticism,BELONGS_TO_STYLE
2457,symbolism,BELONGS_TO_STYLE
2458,classicism,BELONGS_TO_STYLE
2459,symbolism,BELONGS_TO_STYLE
2460,romanticism,BELONGS_TO_STYLE
2461,meticulous,BELONGS_TO_STYLE
2462,classicism,BELONGS_TO_STYLE
2463,symbolism,BELONGS_TO_STYLE
2464,freehand,BELONGS_TO_STYLE
2465,romanticism,BELONGS_TO_STYLE
2466,meticulous,BELONGS_TO_STYLE
2467,classicism,BELONGS_TO_STYLE
2468,classicism,BELONGS_TO_STYLE
2469,meticulous,BELONGS_TO_STYLE
2470,symbolism,BELONGS_TO_STYLE
2471,freehand,BELONGS_TO_STYLE
2472,meticulous,BELONGS_TO_STYLE
2473,classicism,BELONGS_TO_STYLE
2474,symbolism,BELONGS_TO_STYLE
2475,symbolism,BELONGS_TO_STYLE
2476,romanticism,BELONGS_TO_STYLE
2477,classicism,BELONGS_TO_STYLE
2478,classicism,BELONGS_TO_STYLE
2479,classicism,BELONGS_TO_STYLE
2480,symbolism,BELONGS_TO_STYLE
2481,romanticism,BELONGS_TO_STYLE
2482,classicism,BELONGS_TO_STYLE
2483,symbolism,BELONGS_TO_STYLE
2484,classicism,BELONGS_TO_STYLE
2485,symbolism,BELONGS_TO_STYLE
2486,romanticism,BELONGS_TO_STYLE
2487,symbolism,BELONGS_TO_STYLE
2488,freehand,BELONGS_TO_STYLE
2489,classicism,BELONGS_TO_STYLE
2490,classicism,BELONGS_TO_STYLE
2491,meticulous,BELONGS_TO_STYLE
2492,romanticism,BELONGS_TO_STYLE
2493,symbolism,BELONGS_TO_STYLE
2494,romanticism,BELONGS_TO_STYLE
2495,romanticism,BELONGS_TO_STYLE
2496,romanticism,BELONGS_TO_STYLE
2497,freehand,BELONGS_TO_STYLE
2498,classicism,BELONGS_TO_STYLE
2499,symbolism,BELONGS_TO_STYLE
2500,freehand,BELONGS_TO_STYLE
2501,romanticism,BELONGS_TO_STYLE
2502,symbolism,BELONGS_TO_STYLE
2503,classicism,BELONGS_TO_STYLE
2504,meticulous,BELONGS_TO_STYLE
2505,classicism,BELONGS_TO_STYLE
2506,classicism,BELONGS_TO_STYLE
2507,romanticism,BELONGS_TO_STYLE
2508,symbolism,BELONGS_TO_STYLE
2509,symbolism,BELONGS_TO_STYLE
2510,symbolism,BELONGS_TO_STYLE
2511,symbolism,BELONGS_TO_STYLE
2512,meticulous,BELONGS_TO_STYLE
2513,symbolism,BELONGS_TO_STYLE
2514,classicism,BELONGS_TO_STYLE
2515,freehand,BELONGS_TO_STYLE
2516,classicism,BELONGS_TO_STYLE
2517,meticulous,BELONGS_TO_STYLE
2518,meticulous,BELONGS_TO_STYLE
2519,freehand,BELONGS_TO_STYLE
2520,symbolism,BELONGS_TO_STYLE
2521,freehand,BELONGS_TO_STYLE
2522,freehand,BELONGS_TO_STYLE
2523,meticulous,BELONGS_TO_STYLE
2524,freehand,BELONGS_TO_STYLE
2525,classicism,BELONGS_TO_STYLE
2526,symbolism,BELONGS_TO_STYLE
2527,romanticism,BELONGS_TO_STYLE
2528,romanticism,BELONGS_TO_STYLE
2529,classicism,BELONGS_TO_STYLE
2530,classicism,BELONGS_TO_STYLE
2531,romanticism,BELONGS_TO_STYLE
2532,romanticism,BELONGS_TO_STYLE
2533,symbolism,BELONGS_TO_STYLE
2534,symbolism,BELONGS_TO_STYLE
2535,symbolism,BELONGS_TO_STYLE
2536,symbolism,BELONGS_TO_STYLE
2537,symbolism,BELONGS_TO_STYLE
2538,classicism,BELONGS_TO_STYLE
2539,meticulous,BELONGS_TO_STYLE
2540,freehand,BELONGS_TO_STYLE
2541,romanticism,BELONGS_TO_STYLE
2542,classicism,BELONGS_TO_STYLE
2543,romanticism,BELONGS_TO_STYLE
2544,romanticism,BELONGS_TO_STYLE
2545,freehand,BELONGS_TO_STYLE
2546,freehand,BELONGS_TO_STYLE
2547,symbolism,BELONGS_TO_STYLE
2548,freehand,BELONGS_TO_STYLE
2549,symbolism,BELONGS_TO_STYLE
2550,symbolism,BELONGS_TO_STYLE
2551,meticulous,BELONGS_TO_STYLE
2552,romanticism,BELONGS_TO_STYLE
2553,classicism,BELONGS_TO_STYLE
2554,symbolism,BELONGS_TO_STYLE
2555,meticulous,BELONGS_TO_STYLE
2556,symbolism,BELONGS_TO_STYLE
2557,meticulous,BELONGS_TO_STYLE
2558,freehand,BELONGS_TO_STYLE
2559,symbolism,BELONGS_TO_STYLE
2560,symbolism,BELONGS_TO_STYLE
2561,freehand,BELONGS_TO_STYLE
2562,freehand,BELONGS_TO_STYLE
2563,freehand,BELONGS_TO_STYLE
2564,classicism,BELONGS_TO_STYLE
2565,classicism,BELONGS_TO_STYLE
2566,classicism,BELONGS_TO_STYLE
2567,classicism,BELONGS_TO_STYLE
2568,symbolism,BELONGS_TO_STYLE
2569,romanticism,BELONGS_TO_STYLE
2570,meticulous,BELONGS_TO_STYLE
2571,meticulous,BELONGS_TO_STYLE
2572,classicism,BELONGS_TO_STYLE
2573,romanticism,BELONGS_TO_STYLE
2574,freehand,BELONGS_TO_STYLE
2575,classicism,BELONGS_TO_STYLE
2576,classicism,BELONGS_TO_STYLE
2577,symbolism,BELONGS_TO_STYLE
2578,symbolism,BELONGS_TO_STYLE
2579,freehand,BELONGS_TO_STYLE
2580,meticulous,BELONGS_TO_STYLE
2581,classicism,BELONGS_TO_STYLE
2582,symbolism,BELONGS_TO_STYLE
2583,romanticism,BELONGS_TO_STYLE
2584,meticulous,BELONGS_TO_STYLE
2585,classicism,BELONGS_TO_STYLE
2586,classicism,BELONGS_TO_STYLE
2587,romanticism,BELONGS_TO_STYLE
2588,symbolism,BELONGS_TO_STYLE
2589,symbolism,BELONGS_TO_STYLE
2590,symbolism,BELONGS_TO_STYLE
2591,freehand,BELONGS_TO_STYLE
2592,symbolism,BELONGS_TO_STYLE
2593,classicism,BELONGS_TO_STYLE
2594,freehand,BELONGS_TO_STYLE
2595,classicism,BELONGS_TO_STYLE
2596,symbolism,BELONGS_TO_STYLE
2597,symbolism,BELONGS_TO_STYLE
2598,classicism,BELONGS_TO_STYLE
2599,romanticism,BELONGS_TO_STYLE
2600,symbolism,BELONGS_TO_STYLE
2601,classicism,BELONGS_TO_STYLE
2602,romanticism,BELONGS_TO_STYLE
2603,meticulous,BELONGS_TO_STYLE
2604,freehand,BELONGS_TO_STYLE
2605,classicism,BELONGS_TO_STYLE
2606,freehand,BELONGS_TO_STYLE
2607,symbolism,BELONGS_TO_STYLE
2608,symbolism,BELONGS_TO_STYLE
2609,freehand,BELONGS_TO_STYLE
2610,romanticism,BELONGS_TO_STYLE
2611,classicism,BELONGS_TO_STYLE
2612,romanticism,BELONGS_TO_STYLE
2613,meticulous,BELONGS_TO_STYLE
2614,meticulous,BELONGS_TO_STYLE
2615,symbolism,BELONGS_TO_STYLE
2616,meticulous,BELONGS_TO_STYLE
2617,meticulous,BELONGS_TO_STYLE
2618,freehand,BELONGS_TO_STYLE
2619,classicism,BELONGS_TO_STYLE
2620,romanticism,BELONGS_TO_STYLE
2621,romanticism,BELONGS_TO_STYLE
2622,classicism,BELONGS_TO_STYLE
2623,classicism,BELONGS_TO_STYLE
2624,symbolism,BELONGS_TO_STYLE
2625,romanticism,BELONGS_TO_STYLE
2626,romanticism,BELONGS_TO_STYLE
2627,meticulous,BELONGS_TO_STYLE
2628,meticulous,BELONGS_TO_STYLE
2629,freehand,BELONGS_TO_STYLE
2630,freehand,BELONGS_TO_STYLE
2631,classicism,BELONGS_TO_STYLE
2632,romanticism,BELONGS_TO_STYLE
2633,classicism,BELONGS_TO_STYLE
2634,classicism,BELONGS_TO_STYLE
2635,symbolism,BELONGS_TO_STYLE
2636,meticulous,BELONGS_TO_STYLE
2637,symbolism,BELONGS_TO_STYLE
2638,symbolism,BELONGS_TO_STYLE
2639,freehand,BELONGS_TO_STYLE
2640,meticulous,BELONGS_TO_STYLE
2641,meticulous,BELONGS_TO_STYLE
2642,classicism,BELONGS_TO_STYLE
2643,classicism,BELONGS_TO_STYLE
